TAC,manufacturer,model,aka,os,year,lte
100100,Mitsubishi,G410,,Proprietary,,0
100200,Siemens,A53,,Proprietary,,0
100300,Sony Ericsson,TBDAAB,TBDAAB-1880030-BV,Proprietary,,0
100400,Nokia,RM,RM-669,Symbian,,0
100500,Motorola,M930 NA DB,,Proprietary,,0
100600,Panasonic,EBX700,,Proprietary,,0
100700,Sagem,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
100800,Philips,TCD718,,Proprietary,,0
100900,Sony,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
101000,Casio Hitachi Mobile,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
101300,Nortel,LMU,,Proprietary,,0
101500,Sharp,GX,GX-28,Proprietary,,0
101600,Tct Mobile Suzhou,ALCATEL OT,ALCATEL OT-807A,Proprietary,,0
101700,Wavecom,Wireless CPU Q2687,,Proprietary,,0
101710,Wavecom,WMO2,WMO2-g1900,Proprietary,,0
101800,Novatel Wireless Inc,Ovation MC547,,Proprietary,,0
102000,Research In Motion,RAP40GW,,Proprietary,,0
102100,Shintom Coltd,MX,MX-5010,Proprietary,,0
102200,Intel,Zoarmon,,Proprietary,,0
102300,Samsung,SGH,SGH-t829,Proprietary,,0
102400,Telular Corp,Telguard 5TG5,,Proprietary,,0
102500,Option International,Fizgig,,Proprietary,,0
102600,Nec America,KMP6J1S1,KMP6J1S1-6,Proprietary,,0
102700,Sierra Wireless,USB316,,Proprietary,,0
102800,Danger Inc,U1,,Proprietary,,0
102900,Quanta Computerinc,Ferry,,Proprietary,,0
103000,Intermec Technologies Corp,700C,,Proprietary,,0
103100,Sendo Ltd,K1,,Proprietary,,0
103200,Psion Teklogix Inc,7525 Workabout pro,,Proprietary,,0
103300,Benefon Oyj,Benefon Track Box,,Proprietary,,0
103500,Lg,AD600,,Proprietary,,0
103600,Enfora,GSM5108,,Proprietary,,0
103700,Trimble,TM3000,TM3000-C ATD,Proprietary,,0
103800,Sanyo,G1000,,Proprietary,,0
103900,Accetioinc,AGM 1100,,Proprietary,,0
104100,Mirae Comm Co,ITH155 MGH900,,Proprietary,,0
104200,Matsushita,CF,CF-29 CF-18 CF-73 CF-P1,Proprietary,,0
104400,Compal Com Inc,H6xxx,,Proprietary,,0
104500,Thales E-Transactions Gmbh,Artema Mobile Secure GPRS,,Proprietary,,0
104600,Toshiba,TS34,,Proprietary,,0
104700,Powerloc Technologies Inc,PLD,,Proprietary,,0
104800,Arbitron,1000,1000-1146,Proprietary,,0
105000,Curitel Communicationsinc,GU,GU-1000,Proprietary,,0
105200,Vk Corporation,VK530,,Proprietary,,0
105300,Wavenet Technology,BM3,BM3-891G GPRS OEM Modem,Proprietary,,0
105400,Qingdao Haier Telecom,P7,,Proprietary,,0
105500,Destinator Technologies,PLD100 series,,Proprietary,,0
105600,Psitek,Jembi,,Proprietary,,0
105700,Telian,U,U-300,Proprietary,,0
105900,Waxess Inc,DM1000G,,Proprietary,,0
106200,Spreadtrum,SM5100B,,Proprietary,,0
106400,Cmcs,Debussy,,Proprietary,,0
106500,Calamp,GX820,,Proprietary,,0
106600,Cisco Systems,WRTU54G,,Proprietary,,0
106700,Geometris,whereQube201,,Proprietary,,0
106900,Firefly Mobile,R100,,Proprietary,,0
107100,Handheld Productsinc D,Dolphin 9900,,Proprietary,,0
107200,Apple,Proto Type Device,,iOS,,0
107400,Verifone,Nurit 8020,,Proprietary,,0
107600,Savi Networks,SN,SN-LSb-02,Proprietary,,0
107700,Interdigital,IMM6071,IMM6071-M01,Proprietary,,0
107800,Garmin International,247910,,Proprietary,,0
107900,Phoenix International,Machine Gateway,,Proprietary,,0
108000,Sonim Technologies,XP3300,XP3300-AR1P25C005AA,Proprietary,,0
108100,Elektrobit Inc,TSN,TSN-1 1,Proprietary,,0
108200,Honeywell,Dolphin 10K,,Proprietary,,0
108300,Askey Computer Corp,WWH9010,,Proprietary,,0
108400,Qualcomm,Gobi3000,,Proprietary,,0
116000,Omnipoint,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440000,Benq,Prototype,,,,
440001,Benq,Prototype,,,,
440100,Benq-Siemens,Prototype,,,,
440101,Nokia,Proto Type Device,,Symbian,,0
440102,Motorola Mobility,Proto Type Device,,Proprietary,,0
440103,Panasonic,Proto Type Device,,Proprietary,,0
440104,Nec Technologiesukltd,Proto Type Device,,Proprietary,,0
440107,Sony Ericsson,Proto Type Device,,Proprietary,,0
440108,Siemens,Proto Type Device,,Proprietary,,0
440109,Lg,Proto Type Device,,Proprietary,,0
440110,Nokia,Proto Type Device,,Symbian,,0
440111,Sharp Telecomms Of,Proto Type Device,,Proprietary,,0
440112,Toshiba Infomation Systemsukltd,Proto Type Device,,Proprietary,,0
440113,Research In Motion,Proto Type Device,,Proprietary,,0
440114,Psitek,Proto Type Device,,Proprietary,,0
440120,Nec Corporationkanagawa,Proto Type Device,,Proprietary,,0
440121,Panasonic,Proto Type Device,,Proprietary,,0
440122,Panasonic,Proto Type Device,,Proprietary,,0
440123,Sharp Corporation,Proto Type Device,,Proprietary,,0
440125,Mitsubishi Electric Corporation,Proto Type Device,,Proprietary,,0
440126,Sony Ericsson,Proto Type Device,,Proprietary,,0
440127,Toshiba Corp,Proto Type Device,,Proprietary,,0
440128,Sanyo Electric Co,Proto Type Device,,Proprietary,,0
440129,Ando Electric Co,Proto Type Device,,Proprietary,,0
440130,Seiko Instruments Inc,Proto Type Device,,Proprietary,,0
440131,Hitachi Kokusai Electric,Proto Type Device,,Proprietary,,0
440132,Casio Hitachi Mobile,Proto Type Device,,Proprietary,,0
440133,Nec Infrontia Corporation,Proto Type Device,,Proprietary,,0
440134,Netindex Inc,Proto Type Device,,Proprietary,,0
440135,Kyocera Corporationosaka,Proto Type Device,,Proprietary,,0
440141,Benq,Proto Type Device,,Proprietary,,0
440142,Flextronicssouth Africa,Proto Type Device,,Proprietary,,0
440143,Benq,Proto Type Device,,Proprietary,,0
440144,Option Nv,Proto Type Device,,Proprietary,,0
440145,Hp-Palm Gbu,Proto Type Device,,Proprietary,,0
440146,Autoliv Electronics Ab,Proto Type Device,,Proprietary,,0
440147,Novatel Wireless Inc,Proto Type Device,,Proprietary,,0
440148,Benq,Proto Type Device,,Proprietary,,0
440149,Benq,Proto Type Device,,Proprietary,,0
440150,Flextronicschinaelectech,Proto Type Device,,Proprietary,,0
440151,Elcoteq Designfinland,Proto Type Device,,Proprietary,,0
440152,Comneon Gmbh &,Proto Type Device,,Proprietary,,0
440153,Analog Devices,Proto Type Device,,Proprietary,,0
440154,4G Systems Gmbh,Proto Type Device,,Proprietary,,0
440155,Ipwireless Inc,Proto Type Device,,Proprietary,,0
440156,Renesas Designfrance,Proto Type Device,,Proprietary,,0
440157,Anydata Corporation,Proto Type Device,,Proprietary,,0
440158,Texas Instruments Denmark,Proto Type Device,,Proprietary,,0
440159,Bandrich Inc,Proto Type Device,,Proprietary,,0
440160,Lattech Systemsptyltd,Proto Type Device,,Proprietary,,0
440161,Neonseven,Proto Type Device,,Proprietary,,0
440162,Gemalto Nv,Proto Type Device,,Proprietary,,0
440163,Rf Micro Devices,Proto Type Device,,Proprietary,,0
440164,Hughes Network Systems,Proto Type Device,,Proprietary,,0
440165,Onda Communication Spa,Proto Type Device,,Proprietary,,0
440166,Ubiquisys Ltd,Proto Type Device,,Proprietary,,0
440167,Plum Spz O,Proto Type Device,,Proprietary,,0
440168,Motorola Solutions Inc,Proto Type Device,,Proprietary,,0
440169,Purple Labs S,Proto Type Device,,Proprietary,,0
440170,Ericsson,Proto Type Device,,Proprietary,,0
440171,Amoi Mobile Co,Proto Type Device,,Proprietary,,0
440172,Huawei,Proto Type Device,,Proprietary,,0
440173,Tct Mobile Limited,Proto Type Device,,Proprietary,,0
440174,Asustek Computer Inc,Proto Type Device,,Proprietary,,0
440175,Atelier Haute Communication,Proto Type Device,,Proprietary,,0
440176,Sierra Wireless,Proto Type Device,,Proprietary,,0
440177,Quanta Computer Inc,Proto Type Device,,Proprietary,,0
440178,Zte Corporation,Proto Type Device,,Proprietary,,0
440179,Qingdao Haier Telecom,Proto Type Device,,Proprietary,,0
440180,Tangray Microboxsys,Proto Type Device,,Proprietary,,0
440181,Continental Automotive Systemsinc,Proto Type Device,,Proprietary,,0
440182,Wistron Corporation,Proto Type Device,,Proprietary,,0
440183,Htc,Proto Type Device,,Proprietary,,0
440184,Mobiwire Mobilesningboco Ltd,Proto Type Device,,Proprietary,,0
440185,Sagemcom,Proto Type Device,,Proprietary,,0
440186,Flextronicsusa,Proto Type Device,,Proprietary,,0
440187,Modu Ltd,Proto Type Device,,Proprietary,,0
440188,Indigo Mobile Technologies,Proto Type Device,,Proprietary,,0
440189,Compal Communications Inc,Proto Type Device,,Proprietary,,0
440190,Techfaith Wireless Communication,Proto Type Device,,Proprietary,,0
440191,Telit Communications Spa,Proto Type Device,,Proprietary,,0
440192,Emblaze Mobile,Proto Type Device,,Proprietary,,0
440193,Sim Spz O,Proto Type Device,,Proprietary,,0
440194,Noah Education Holding,Proto Type Device,,Proprietary,,0
440195,Sony Ericsson,Proto Type Device,,Proprietary,,0
440196,Oceanz International Llc,Proto Type Device,,Proprietary,,0
440197,Innovation Wireless Inc,Proto Type Device,,Proprietary,,0
440198,Telefonica O2 Uk,Proto Type Device,,Proprietary,,0
440199,5 Raisins Ltd,Proto Type Device,,Proprietary,,0
440200,Novero Gmbh,Proto Type Device,,Proprietary,,0
440201,Sms Data Systems,Proto Type Device,,Proprietary,,0
440202,Panasonic,Proto Type Device,,Proprietary,,0
440203,Lg-Ericsson Co Ltd,Proto Type Device,,Proprietary,,0
440204,Diagnostics Online,Proto Type Device,,Proprietary,,0
440205,Pegatron Corporation,Proto Type Device,,Proprietary,,0
440206,Florian Geyer Online-Dienste,Proto Type Device,,Proprietary,,0
440207,2D Debus Und,Proto Type Device,,Proprietary,,0
440208,Dannycashman,Proto Type Device,,Proprietary,,0
440209,U-Blox Ag,Proto Type Device,,Proprietary,,0
440210,Ziilabs Pte Ltd,Proto Type Device,,Proprietary,,0
440211,Aava Mobile Oy,Proto Type Device,,Proprietary,,0
440212,In-Tech Electronics Ltd,Proto Type Device,,Proprietary,,0
440213,Nokia,Proto Type Device,,Symbian,,0
440214,Sony Ericsson,Proto Type Device,,Proprietary,,0
440215,Ccww,Proto Type Device,,Proprietary,,0
440216,Broadcom Corporation,Proto Type Device,,Proprietary,,0
440217,Vivatel Co Ltd,Proto Type Device,,Proprietary,,0
440218,Azurewave Technologies Inc,Proto Type Device,,Proprietary,,0
440219,Wittis International Communication,Proto Type Device,,Proprietary,,0
440220,St-Ericsson,Proto Type Device,,Proprietary,,0
440221,Dmobile System Co,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440222,Actia Nordic Ab,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440223,Forme Elektronik Sanayi,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440224,Research In Motion,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440225,Hormann Funkwerk Kolleda,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440226,Htc,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440227,Aeb Armando Este,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440228,Sequans Communications,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440229,Cheng Uei Precision,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440230,Ht Mmobile Inc,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440231,Fujitsu Mobile Communications,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440232,Avm Computersysteme Vertriebs,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440233,Wistron Neweb Corporation,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440234,Lg,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440235,Icera,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440236,Nokia,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Symbian,,0
440237,Tehnoligadevice Llc,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440238,Iwow Connections Pte,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440239,Ixonos Plc,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440240,Consignity,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440241,Tct Mobile Limited,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440242,Staffordshire University,Test IMEI for multiple prototype models,Test IMEIFrequency Bands may not match,Proprietary,,0
440243,Alex Savelli Srl,Test IMEI for multiple prototype models,This is a Test IMEI to be used with multiple prototype models The frequency bands for each model may not match what is listed in this record,Android,2012,0
440244,Amod Technology Co,Test IMEI for multiple prototype models,This is a Test IMEI to be used with multiple prototype models The frequency bands for each model may not match what is listed in this record,Android,2012,0
440245,Sony Ericsson,Test IMEI for multiple prototype models,This is a Test IMEI to be used with multiple prototype models The frequency bands for each model may not match what is listed in this record,Android,2012,0
440246,Altair Semiconductor Ltd,Test IMEI for multiple prototype models,This is a Test IMEI to be used with multiple prototype models The frequency bands for each model may not match what is listed in this record,Android,2012,0
440247,Nokia,Test IMEI for multiple prototype models,This is a Test IMEI to be used with multiple prototype models The frequency bands for each model may not match what is listed in this record,Symbian,2012,0
440248,Srt Wireless,Test IMEI for multiple prototype models,This is a Test IMEI to be used with multiple prototype models The frequency bands for each model may not match what is listed in this record,Android,2012,0
440249,Netcomm Wireless Limited,Test IMEI for multiple prototype models,This is a Test IMEI to be used with multiple prototype models The frequency bands for each model may not match what is listed in this record,Android,2012,0
440250,Radinet Communications Inc,Test IMEI for multiple prototype models,This is a Test IMEI to be used with multiple prototype models The frequency bands for each model may not match what is listed in this record,Android,2012,0
440251,Gatehouse A/S,Test IMEI for multiple prototype models,This is a Test IMEI to be used with multiple prototype models The frequency bands for each model may not match what is listed in this record,Android,2012,0
440252,Intel Corporation,Test IMEI for multiple prototype models,This is a Test IMEI to be used with multiple prototype models The frequency bands for each model may not match what is listed in this record,Android,2012,0
440253,Lumigon A/S,Test IMEI for multiple prototype models,This is a Test IMEI to be used with multiple prototype models The frequency bands for each model may not match what is listed in this record,Android,2012,0
440254,Sony,Test IMEI for multiple prototype models,This is a Test IMEI to be used with multiple prototype models The frequency bands for each model may not match what is listed in this record,Android,2012,0
440255,Vertu Corporation Limited,Test IMEI for multiple prototype models,This is a Test IMEI to be used with multiple prototype models The frequency bands for each model may not match what is listed in this record,Android,2012,0
440256,Modacom Co Ltd,Test IMEI for multiple prototype models,This is a Test IMEI to be used with multiple prototype models The frequency bands for each model may not match what is listed in this record,Android,2012,0
440257,Askey Computer Corporation,Test IMEI for multiple prototype models,This is a Test IMEI to be used with multiple prototype models The frequency bands for each model may not match what is listed in this record,Android,2012,0
440258,Peiker Acustic Gmbh,Test IMEI for multiple prototype models,This is a Test IMEI to be used with multiple prototype models The frequency bands for each model may not match what is listed in this record,Android,2012,0
440259,Access Network Technology,Test IMEI for multiple prototype models,This is a Test IMEI to be used with multiple prototype models The frequency bands for each model may not match what is listed in this record,Android,2013,0
440260,Yota Devices Oy,Test IMEI for multiple prototype models,Test IMEI for multiple prototype,Proprietary,2013,0
860006,Nokia,Proto Type Device,,Symbian,,0
1000001,Research In Motion,Blackberry  7520,Blackberry7520,,,
1001000,Motorola,MicroTAC,,,,
1001400,Motorola,Select,,,,
1001500,Motorola,StarTAC,,,,
1001600,Motorola,Select,,,,
1001700,Motorola,StarTAC,,,,
1002100,Ericsson,Sweden,,,,
1002151,Ericsson,CF788,,Proprietary,,0
1002152,Ericsson,CF788,,Proprietary,,0
1002251,Siemens,G1050,,Proprietary,,0
1002272,Siemens,G1050,,Proprietary,,0
1002311,Mitsubishi,MT179XFOR6A,,Proprietary,,0
1002312,Mitsubishi,MT179XFOR6A,,Proprietary,,0
1002400,Nokia,9000i,,,,
1002500,Motorola,StarTAC,,,,
1002650,Philips,TCD,TCD-718,Proprietary,,0
1002751,Siemens,S12,,Proprietary,,0
1002772,Siemens,S12,,Proprietary,,0
1002800,Nokia,6190,,,,
1002810,Nokia,6190,,Symbian,,0
1002830,Nokia,6190,,Symbian,,0
1002850,Nokia,6190,,Symbian,,0
1002901,Nortel,1920,,Proprietary,,0
1002902,Nortel,1920,,Proprietary,,0
1003001,Nortel,1930,,Proprietary,,0
1003002,Nortel,1930,,Proprietary,,0
1003100,Motorola,Select 2000e,,Proprietary,,0
1003167,Motorola,Select 2000e,,Proprietary,,0
1003169,Motorola,Select 2000e,,Proprietary,,0
1003200,Motorola,MicroTAC Select 3000e,,Proprietary,,0
1003267,Motorola,MicroTAC Select 3000e,,Proprietary,,0
1003269,Motorola,MicroTAC Select 3000e,,Proprietary,,0
1003300,Motorola,MicroTAC Select 6000e,,Proprietary,,0
1003367,Motorola,MicroTAC Select 6000e,,Proprietary,,0
1003369,Motorola,MicroTAC Select 6000e,,Proprietary,,0
1003400,Motorola,StarTac 7000,,Proprietary,,0
1003467,Motorola,StarTac 7000,,Proprietary,,0
1003469,Motorola,StarTac 7000,,Proprietary,,0
1003500,Motorola,StarTac 8000,,Proprietary,,0
1003567,Motorola,StarTac 8000,,Proprietary,,0
1003569,Motorola,StarTac 8000,,Proprietary,,0
1003652,Ericsson,CF CH688CA 638,,Proprietary,,0
1003700,Nokia,5190,,,,
1003710,Nokia,5190,,Symbian,,0
1003730,Nokia,5190,,Symbian,,0
1003750,Nokia,5190,,Symbian,,0
1003800,Motorola,G520,,Proprietary,,0
1003867,Motorola,G520,,Proprietary,,0
1003869,Motorola,G520,,Proprietary,,0
1003910,Sagem,P21 L,,Proprietary,,0
1003935,Sagem,P21 L,,Proprietary,,0
1003982,Sagem,P21 L,,Proprietary,,0
1004051,Ericsson,CF888,,Proprietary,,0
1004052,Ericsson,CF888,,Proprietary,,0
1004151,Ericsson,CF768,,Proprietary,,0
1004152,Ericsson,CF768,,Proprietary,,0
1004211,Mitsubishi,G75 ,G75 -MT261XF01A,Proprietary,,0
1004212,Mitsubishi,G75 ,G75 -MT261XF01A,Proprietary,,0
1004310,Sagem,P21 S,,Proprietary,,0
1004335,Sagem,P21 S,,Proprietary,,0
1004382,Sagem,P21 S,,Proprietary,,0
1004400,Sagem,P21,,,,
1004410,Sagem,P21 OL,,Proprietary,,0
1004435,Sagem,P21 OL,,Proprietary,,0
1004482,Sagem,P21 OL,,Proprietary,,0
1004510,Sagem,P21 F,,Proprietary,,0
1004535,Sagem,P21 F,,Proprietary,,0
1004582,Sagem,P21 F,,Proprietary,,0
1004600,Motorola,V3682,,Proprietary,,0
1004667,Motorola,V3682,,Proprietary,,0
1004669,Motorola,V3682,,Proprietary,,0
1004700,Motorola,M3682,,Proprietary,,0
1004767,Motorola,M3682,,Proprietary,,0
1004769,Motorola,M3682,,Proprietary,,0
1004900,Nokia,5190,,,,
1004910,Nokia,5190,,Symbian,,0
1004930,Nokia,5190,,Symbian,,0
1004950,Nokia,5190,,Symbian,,0
1005111,Mitsubishi,G310,,Proprietary,,0
1005112,Mitsubishi,G310,,Proprietary,,0
1005200,Motorola,TimeportL7089 7189,,Proprietary,,0
1005342,Ericsson,T18z,,Proprietary,,0
1005351,Ericsson,T18z,,Proprietary,,0
1005361,Ericsson,T18z,,Proprietary,,0
1005371,Ericsson,T18z,,Proprietary,,0
1005400,Nokia,5190,,,,
1005410,Nokia,5190,,Symbian,,0
1005430,Nokia,5190,,Symbian,,0
1005450,Nokia,5190,,Symbian,,0
1005510,Nokia,6190,,Symbian,,0
1005530,Nokia,6190,,Symbian,,0
1005550,Nokia,6190,,Symbian,,0
1005611,Mitsubishi,G410,,Proprietary,,0
1005612,Mitsubishi,G410,,Proprietary,,0
1005711,Mitsubishi,G340,,Proprietary,,0
1005712,Mitsubishi,G340,,Proprietary,,0
1006000,Motorola,T2282,,Proprietary,,0
1006100,Motorola,V2282,,Proprietary,,0
1006169,Motorola,V2282,,Proprietary,,0
1006200,Ckd,P2000,,Proprietary,,0
1006300,Nokia,5190,,Symbian,,0
1006310,Nokia,5190,,Symbian,,0
1006330,Nokia,5190,,Symbian,,0
1006350,Nokia,5190,,Symbian,,0
1006451,Ericsson,CF768,,Proprietary,,0
1006452,Ericsson,CF768,,Proprietary,,0
1006510,Sierra Wireless,WM02,WM02--G1900,Proprietary,,0
1006601,Omnipoint,Redhawk 2000,,Proprietary,,0
1006719,Ericsson,A2218z,,Proprietary,,0
1006751,Ericsson,A2218z,,Proprietary,,0
1006752,Ericsson,A2218z,,Proprietary,,0
1006760,Ericsson,A2218z,,Proprietary,,0
1006800,Ericsson,T28z,,Proprietary,,0
1006819,Ericsson,T28z,,Proprietary,,0
1006851,Ericsson,T28z,,Proprietary,,0
1006852,Ericsson,T28z,,Proprietary,,0
1006860,Ericsson,T28z,,Proprietary,,0
1006900,Motorola,T300,,Proprietary,,0
1007000,Nokia,8290,,Symbian,,0
1007100,Nokia,7190,,Symbian,,0
1007200,Nokia,3390b,,,,
1007230,Nokia,3390,,Symbian,,0
1007231,Nokia,3390,,Symbian,,0
1007300,Motorola,V 100,,Proprietary,,0
1007511,Mitsubishi,G360,,Proprietary,,0
1007512,Mitsubishi,G360,,Proprietary,,0
1007600,Arima,GSA190,,Proprietary,,0
1007608,Matsushita,CF 27 PCS,,Proprietary,,0
1007700,Research In Motion,Blackberry 5810 R1900G,Blackberry 5810 R1900G-1-4,Blackberry,,0
1007800,Xircom Wireless Technology,1110,1110-1500,Proprietary,,0
1007900,Arima,GSA190,,Proprietary,,0
1008000,Ericsson,R300z,,Proprietary,,0
1008100,Nokia,3390b,,,,
1008130,Nokia,3390,,Symbian,,0
1008131,Nokia,3390,,Symbian,,0
1008201,Mitsubishi,G320 G420,,Proprietary,,0
1008300,Novatel Wireless Inc,Novatel Wireless NRM2000Band 900 1900,,Proprietary,,0
1008421,Shintom Co Ltd,The Shintom GDU325band 900 1900,,Proprietary,,0
1008500,Telular Corp,SX4 GSM 1900,,Proprietary,,0
1008600,Motorola,T193,,Proprietary,,0
1008700,Samsung,SGH Q105,SGH Q105\, SGH-Q105,Proprietary,,0
1008800,Option International,Fizgig,,Proprietary,,0
1008930,Nokia,3395,,Symbian,,0
1009000,Nokia,3390b,,,,
1009030,Nokia,3390b,,Symbian,,0
1009032,Nokia,3390b,,Symbian,,0
1009100,Motorola,T193,,Proprietary,,0
1009200,Nec America,A202,,Proprietary,,0
1009300,Nokia,8390,,,,
1009330,Nokia,8390,,Symbian,,0
1009400,Moneyline,P2000 1900 GSM,,Proprietary,,0
1009568,Sagem,RT30F,RT30F-PCS,Proprietary,,0
1009600,Samsung,SGH,SGH-R225band 900 1900,Proprietary,,0
1009601,Samsung,SGH,SGH-R225M,Proprietary,,0
1009700,Samsung,SGH,SGH-N625,Proprietary,,0
1009800,Motorola,T194 EOTD,,Proprietary,,0
1009900,Option International,Globetrotter GSM GPRS tri,Globetrotter GSM GPRS tri-band PCMCIA radio card,Proprietary,,0
1009901,Option International,Globetrotter,,Proprietary,,0
1009902,Option International,Globetrotter,,Proprietary,,0
1009903,Option International,Globetrotter,,Proprietary,,0
1009904,Option International,Globetrotter,,Proprietary,,0
1009905,Option International,Globetrotter,,Proprietary,,0
1009906,Option International,Globetrotter,,Proprietary,,0
1009907,Option International,Globetrotter,,Proprietary,,0
1009908,Option International,Globetrotter,,Proprietary,,0
1009909,Option International,Globetrotter,,Proprietary,,0
1009910,Option International,Globetrotter,,Proprietary,,0
1009911,Option International,Globetrotter,,Proprietary,,0
1009912,Option International,Globetrotter,,Proprietary,,0
1009913,Option International,Globetrotter,,Proprietary,,0
1009914,Option International,Globetrotter,,Proprietary,,0
1009915,Option International,Globetrotter,,Proprietary,,0
1009916,Option International,Globetrotter,,Proprietary,,0
1009917,Option International,Globetrotter,,Proprietary,,0
1009918,Option International,Globetrotter,,Proprietary,,0
1009919,Option International,Globetrotter,,Proprietary,,0
1010000,Sierra Wireless Inc,Aircard 7101900 only,,Proprietary,,0
1010100,Sierra Wireless Inc,E,E-GSM 900 GSM 1800 GSM 1900 GPRS AirCard 750,Proprietary,,0
1010200,Sony Ericsson,T61z,,Proprietary,,0
1010300,Nokia,6340,,Symbian,,0
1010400,Motorola,V70 1900,,Proprietary,,0
1010500,Samsung,SGH,SGH-R225,Proprietary,,0
1010600,Hiptop,Hiptop,Hiptop\, HT1,Proprietary,,0
1010700,Vtech Mobile Ltd,A700,,Proprietary,,0
1010788,Vtech Mobile Ltd,A700,,Proprietary,,0
1010800,Nokia,9290,,Symbian,,0
1011000,Sony Ericsson,GM48,,Proprietary,,0
1011083,Sony Ericsson,GM48,,Proprietary,,0
1011151,Siemens,M46,,Proprietary,,0
1011152,Siemens,M46,,Proprietary,,0
1011200,Samsung,SGH,SGH-R225M,Proprietary,,0
1011300,Motorola,T191,,Proprietary,,0
1011400,Nokia,6590,,Symbian,,0
1011430,Nokia,6590,,Symbian,,0
1011431,Nokia,6590,,Symbian,,0
1011432,Nokia,6590,,Symbian,,0
1011433,Nokia,6590,,Symbian,,0
1011434,Nokia,6590,,Symbian,,0
1011435,Nokia,6590,,Symbian,,0
1011436,Nokia,6590,,Symbian,,0
1011437,Nokia,6590,,Symbian,,0
1011438,Nokia,6590,,Symbian,,0
1011439,Nokia,6590,,Symbian,,0
1011500,Research In Motion,BlackBerry 6710 Wireless HandheldModel R6020GW,,Blackberry,,0
1011667,Mobicom Corp,C6288i,,Proprietary,,0
1011668,Mobicom Corp,C6288i,,Proprietary,,0
1011767,Mobicom Corp,C6088i,,Proprietary,,0
1011768,Mobicom Corp,C6088i,,Proprietary,,0
1011800,Nokia,3590,,Symbian,,0
1011900,Nokia,3590,,Symbian,,0
1012068,Motorola,T193mROM8,,Proprietary,,0
1012069,Motorola,T193mROM8,,Proprietary,,0
1012100,Motorola,C330,C330\, C331,Proprietary,,0
1012200,Nokia,3390b,,Symbian,,0
1012230,Nokia,3390b,,Symbian,,0
1012232,Nokia,3390b,,Symbian,,0
1012300,Nokia,3395,,Symbian,,0
1012400,Sony,T62U,T62U\, Ericsson,Proprietary,,0
1012500,Samsung,SGH,SGH-R225,,,
1012600,Samsung,SGH,SGH-N625,Proprietary,,0
1012700,Siemens,AG,,,,
1012751,Siemens,A56,,Proprietary,,0
1012752,Siemens,A56,,Proprietary,,0
1012800,Nokia,8390,,,,
1012830,Nokia,8390,,Symbian,,0
1012831,Nokia,8390,,Symbian,,0
1012832,Nokia,8390,,Symbian,,0
1012833,Nokia,8390,,Symbian,,0
1012834,Nokia,8390,,Symbian,,0
1012835,Nokia,8390,,Symbian,,0
1012836,Nokia,8390,,Symbian,,0
1012837,Nokia,8390,,Symbian,,0
1012838,Nokia,8390,,Symbian,,0
1012839,Nokia,8390,,Symbian,,0
1012900,Novatel Wireless Inc,MG301Novatel Wireless,,Proprietary,,0
1012953,Honeywell International Inc,7800LW,,Android,2012,0
1013000,Motorola,T722i,T722i\, T720,Proprietary,,0
1013047,Motorola,T720 T720i with EOTD,,Proprietary,,0
1013062,Motorola,T720 T720i with EOTD,,Proprietary,,0
1013069,Motorola,T720 T720i with EOTD,,Proprietary,,0
1013085,Telular Corp,TG,TG-4 M3 SL8080B,Android,2012,0
